Time,EventName,EventSource,ClientIP
2024/05/06 15:56:46,Bypass Mode,MCU Polling,----
2024/05/06 16:01:46,Bypass Mode,MCU Polling,----
2024/05/06 16:06:48,Bypass Mode,MCU Polling,----
2024/05/06 16:11:49,Bypass Mode,MCU Polling,----
2024/05/06 16:16:50,Bypass Mode,MCU Polling,----
2024/05/06 16:21:52,Bypass Mode,MCU Polling,----
2024/05/06 16:26:52,Bypass Mode,MCU Polling,----
2024/05/06 16:31:53,Bypass Mode,MCU Polling,----
2024/05/06 16:36:55,Bypass Mode,MCU Polling,----
2024/05/06 16:41:56,Bypass Mode,MCU Polling,----
2024/05/06 16:46:57,Bypass Mode,MCU Polling,----
2024/05/06 16:51:58,Bypass Mode,MCU Polling,----
2024/05/06 16:57:00,Bypass Mode,MCU Polling,----
2024/05/06 17:02:00,Bypass Mode,MCU Polling,----
2024/05/06 17:07:00,Bypass Mode,MCU Polling,----
2024/05/06 17:12:09,Bypass Mode,MCU Polling,----
2024/05/06 17:17:16,Bypass Mode,MCU Polling,----
2024/05/06 17:22:19,Bypass Mode,MCU Polling,----
2024/05/06 17:27:29,Bypass Mode,MCU Polling,----
2024/05/06 17:32:26,Bypass Mode,MCU Polling,----
2024/05/06 17:37:26,Bypass Mode,MCU Polling,----
2024/05/06 17:42:35,Bypass Mode,MCU Polling,----
2024/05/06 17:47:35,Bypass Mode,MCU Polling,----
2024/05/06 17:52:35,Bypass Mode,MCU Polling,----
2024/05/06 17:57:35,Bypass Mode,MCU Polling,----
2024/05/06 18:02:45,Bypass Mode,MCU Polling,----
2024/05/06 18:07:45,Bypass Mode,MCU Polling,----
2024/05/06 18:12:45,Bypass Mode,MCU Polling,----
2024/05/06 18:13:45,Line Mode,MCU Polling,----
2024/05/06 18:13:46,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/07 09:56:53,AC failure,MCU Polling,----
2024/05/07 09:57:00,Battery Mode,MCU Polling,----
2024/05/07 10:03:53,AC recovery,MCU Polling,----
2024/05/07 10:04:00,Line Mode,MCU Polling,----
2024/05/07 11:41:19,Battery Mode,MCU Polling,----
2024/05/07 11:41:22,AC failure,MCU Polling,----
2024/05/07 11:43:19,AC recovery,MCU Polling,----
2024/05/07 11:43:26,Line Mode,MCU Polling,----
2024/05/07 17:28:18,Connect to time server error,SNTP,----
2024/05/08 06:45:29,Battery Mode,MCU Polling,----
2024/05/08 06:45:32,AC failure,MCU Polling,----
2024/05/08 06:49:27,AC recovery,MCU Polling,----
2024/05/08 06:49:34,Line Mode,MCU Polling,----
2024/05/10 11:55:13,Battery Mode,MCU Polling,----
2024/05/10 11:55:16,AC failure,MCU Polling,----
2024/05/10 11:57:03,AC recovery,MCU Polling,----
2024/05/10 11:57:10,Line Mode,MCU Polling,----
2024/05/10 12:11:40,Battery Mode,MCU Polling,----
2024/05/10 12:11:43,AC failure,MCU Polling,----
2024/05/10 12:12:51,AC recovery,MCU Polling,----
2024/05/10 12:12:58,Line Mode,MCU Polling,----
2024/05/10 13:18:02,AC failure,MCU Polling,----
2024/05/10 13:18:09,Battery Mode,MCU Polling,----
2024/05/10 13:20:18,AC recovery,MCU Polling,----
2024/05/10 13:20:25,Line Mode,MCU Polling,----
2024/05/14 18:42:13,Battery Mode,MCU Polling,----
2024/05/14 18:42:23,Line Mode,MCU Polling,----
2024/05/15 20:09:34,AC failure,MCU Polling,----
2024/05/15 20:09:41,Battery Mode,MCU Polling,----
2024/05/15 20:11:31,AC recovery,MCU Polling,----
2024/05/15 20:11:38,Line Mode,MCU Polling,----
2024/05/16 15:01:47,Fault Mode,MCU Polling,----
2024/05/16 15:01:48,Over temperature fault,MCU Polling,----
2024/05/16 15:01:48,Over temperature alarm,MCU Polling,----
2024/05/16 15:05:50,Bypass Mode,MCU Polling,----
2024/05/16 15:10:51,Bypass Mode,MCU Polling,----
2024/05/16 15:15:51,Bypass Mode,MCU Polling,----
2024/05/16 15:21:00,Bypass Mode,MCU Polling,----
2024/05/16 15:26:00,Bypass Mode,MCU Polling,----
2024/05/16 15:31:09,Bypass Mode,MCU Polling,----
2024/05/16 15:36:09,Bypass Mode,MCU Polling,----
2024/05/16 15:41:09,Bypass Mode,MCU Polling,----
2024/05/16 15:46:09,Bypass Mode,MCU Polling,----
2024/05/16 15:51:10,Bypass Mode,MCU Polling,----
2024/05/16 15:56:19,Bypass Mode,MCU Polling,----
2024/05/16 16:01:20,Bypass Mode,MCU Polling,----
2024/05/16 16:06:20,Bypass Mode,MCU Polling,----
2024/05/16 16:11:21,Bypass Mode,MCU Polling,----
2024/05/16 16:16:29,Bypass Mode,MCU Polling,----
2024/05/16 16:21:29,Bypass Mode,MCU Polling,----
2024/05/16 16:26:39,Bypass Mode,MCU Polling,----
2024/05/16 16:31:39,Bypass Mode,MCU Polling,----
2024/05/16 16:36:40,Bypass Mode,MCU Polling,----
2024/05/16 16:41:40,Bypass Mode,MCU Polling,----
2024/05/16 16:46:39,Bypass Mode,MCU Polling,----
2024/05/16 16:51:40,Bypass Mode,MCU Polling,----
2024/05/16 16:56:49,Bypass Mode,MCU Polling,----
2024/05/16 17:01:58,Bypass Mode,MCU Polling,----
2024/05/16 17:06:58,Bypass Mode,MCU Polling,----
2024/05/16 17:11:58,Bypass Mode,MCU Polling,----
2024/05/16 17:16:58,Bypass Mode,MCU Polling,----
2024/05/16 17:21:59,Bypass Mode,MCU Polling,----
2024/05/16 17:26:56,Bypass Mode,MCU Polling,----
2024/05/16 17:31:58,Bypass Mode,MCU Polling,----
2024/05/16 17:36:57,Bypass Mode,MCU Polling,----
2024/05/16 17:41:58,Bypass Mode,MCU Polling,----
2024/05/16 17:46:57,Bypass Mode,MCU Polling,----
2024/05/16 17:52:06,Bypass Mode,MCU Polling,----
2024/05/16 17:57:06,Bypass Mode,MCU Polling,----
2024/05/16 18:02:16,Bypass Mode,MCU Polling,----
2024/05/16 18:07:17,Bypass Mode,MCU Polling,----
2024/05/16 18:12:17,Bypass Mode,MCU Polling,----
2024/05/16 18:17:17,Bypass Mode,MCU Polling,----
2024/05/16 18:22:18,Bypass Mode,MCU Polling,----
2024/05/16 18:27:19,Bypass Mode,MCU Polling,----
2024/05/16 18:29:50,Line Mode,MCU Polling,----
2024/05/16 18:29:52,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/17 13:07:41,Over temperature alarm,MCU Polling,----
2024/05/17 13:07:49,Fault Mode,MCU Polling,----
2024/05/17 13:07:50,Over temperature fault,MCU Polling,----
2024/05/17 13:09:04,Bypass Mode,MCU Polling,----
2024/05/17 13:14:04,Bypass Mode,MCU Polling,----
2024/05/17 13:19:13,Bypass Mode,MCU Polling,----
2024/05/17 13:24:22,Bypass Mode,MCU Polling,----
2024/05/17 13:29:32,Bypass Mode,MCU Polling,----
2024/05/17 13:34:32,Bypass Mode,MCU Polling,----
2024/05/17 13:39:42,Bypass Mode,MCU Polling,----
2024/05/17 13:44:43,Bypass Mode,MCU Polling,----
2024/05/17 13:49:43,Bypass Mode,MCU Polling,----
2024/05/17 13:54:44,Bypass Mode,MCU Polling,----
2024/05/17 13:59:45,Bypass Mode,MCU Polling,----
2024/05/17 14:04:46,Bypass Mode,MCU Polling,----
2024/05/17 14:09:47,Bypass Mode,MCU Polling,----
2024/05/17 14:14:48,Bypass Mode,MCU Polling,----
2024/05/17 14:19:48,Bypass Mode,MCU Polling,----
2024/05/17 14:24:49,Bypass Mode,MCU Polling,----
2024/05/17 14:29:49,Bypass Mode,MCU Polling,----
2024/05/17 14:34:48,Bypass Mode,MCU Polling,----
2024/05/17 14:39:49,Bypass Mode,MCU Polling,----
2024/05/17 14:44:49,Bypass Mode,MCU Polling,----
2024/05/17 14:49:59,Bypass Mode,MCU Polling,----
2024/05/17 14:55:01,Bypass Mode,MCU Polling,----
2024/05/17 15:00:01,Bypass Mode,MCU Polling,----
2024/05/17 15:05:02,Bypass Mode,MCU Polling,----
2024/05/17 15:10:03,Bypass Mode,MCU Polling,----
2024/05/17 15:15:03,Bypass Mode,MCU Polling,----
2024/05/17 15:20:03,Bypass Mode,MCU Polling,----
2024/05/17 15:25:05,Bypass Mode,MCU Polling,----
2024/05/17 15:30:06,Bypass Mode,MCU Polling,----
2024/05/17 15:35:16,Bypass Mode,MCU Polling,----
2024/05/17 15:40:16,Bypass Mode,MCU Polling,----
2024/05/17 15:45:16,Bypass Mode,MCU Polling,----
2024/05/17 15:50:17,Bypass Mode,MCU Polling,----
2024/05/17 15:55:17,Bypass Mode,MCU Polling,----
2024/05/17 16:00:16,Bypass Mode,MCU Polling,----
2024/05/17 16:05:17,Bypass Mode,MCU Polling,----
2024/05/17 16:10:18,Bypass Mode,MCU Polling,----
2024/05/17 16:15:19,Bypass Mode,MCU Polling,----
2024/05/17 16:20:19,Bypass Mode,MCU Polling,----
2024/05/17 16:25:20,Bypass Mode,MCU Polling,----
2024/05/17 16:30:22,Bypass Mode,MCU Polling,----
2024/05/17 16:35:23,Bypass Mode,MCU Polling,----
2024/05/17 16:40:24,Bypass Mode,MCU Polling,----
2024/05/17 16:45:25,Bypass Mode,MCU Polling,----
2024/05/17 16:50:27,Bypass Mode,MCU Polling,----
2024/05/17 16:55:28,Bypass Mode,MCU Polling,----
2024/05/17 17:00:28,Bypass Mode,MCU Polling,----
2024/05/17 17:05:29,Bypass Mode,MCU Polling,----
2024/05/17 17:10:31,Bypass Mode,MCU Polling,----
2024/05/17 17:15:32,Bypass Mode,MCU Polling,----
2024/05/17 17:20:34,Bypass Mode,MCU Polling,----
2024/05/17 17:25:35,Bypass Mode,MCU Polling,----
2024/05/17 17:30:30,Bypass Mode,MCU Polling,----
2024/05/17 17:35:32,Bypass Mode,MCU Polling,----
2024/05/17 17:40:41,Bypass Mode,MCU Polling,----
2024/05/17 17:45:42,Bypass Mode,MCU Polling,----
2024/05/17 17:50:41,Bypass Mode,MCU Polling,----
2024/05/17 17:55:50,Bypass Mode,MCU Polling,----
2024/05/17 18:01:00,Bypass Mode,MCU Polling,----
2024/05/17 18:06:00,Bypass Mode,MCU Polling,----
2024/05/17 18:11:00,Bypass Mode,MCU Polling,----
2024/05/17 18:16:00,Bypass Mode,MCU Polling,----
2024/05/17 18:21:01,Bypass Mode,MCU Polling,----
2024/05/17 18:26:01,Bypass Mode,MCU Polling,----
2024/05/17 18:31:02,Bypass Mode,MCU Polling,----
2024/05/17 18:36:03,Bypass Mode,MCU Polling,----
2024/05/17 18:41:03,Bypass Mode,MCU Polling,----
2024/05/17 18:46:04,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/17 18:46:12,Line Mode,MCU Polling,----
2024/05/18 12:57:30,Fault Mode,MCU Polling,----
2024/05/18 12:57:31,Over temperature fault,MCU Polling,----
2024/05/18 12:57:32,Over temperature alarm,MCU Polling,----
2024/05/18 13:02:23,Bypass Mode,MCU Polling,----
2024/05/18 13:07:23,Bypass Mode,MCU Polling,----
2024/05/18 13:12:23,Bypass Mode,MCU Polling,----
2024/05/18 13:17:23,Bypass Mode,MCU Polling,----
2024/05/18 13:22:24,Bypass Mode,MCU Polling,----
2024/05/18 13:27:24,Bypass Mode,MCU Polling,----
2024/05/18 13:32:25,Bypass Mode,MCU Polling,----
2024/05/18 13:37:26,Bypass Mode,MCU Polling,----
2024/05/18 13:42:26,Bypass Mode,MCU Polling,----
2024/05/18 13:47:35,Bypass Mode,MCU Polling,----
2024/05/18 13:52:45,Bypass Mode,MCU Polling,----
2024/05/18 13:57:45,Bypass Mode,MCU Polling,----
2024/05/18 14:02:45,Bypass Mode,MCU Polling,----
2024/05/18 14:07:45,Bypass Mode,MCU Polling,----
2024/05/18 14:12:55,Bypass Mode,MCU Polling,----
2024/05/18 14:17:55,Bypass Mode,MCU Polling,----
2024/05/18 14:22:56,Bypass Mode,MCU Polling,----
2024/05/18 14:27:56,Bypass Mode,MCU Polling,----
2024/05/18 14:32:56,Bypass Mode,MCU Polling,----
2024/05/18 14:38:07,Bypass Mode,MCU Polling,----
2024/05/18 14:43:16,Bypass Mode,MCU Polling,----
2024/05/18 14:48:16,Bypass Mode,MCU Polling,----
2024/05/18 14:53:16,Bypass Mode,MCU Polling,----
2024/05/18 14:58:17,Bypass Mode,MCU Polling,----
2024/05/18 15:03:17,Bypass Mode,MCU Polling,----
2024/05/18 15:08:18,Bypass Mode,MCU Polling,----
2024/05/18 15:13:19,Bypass Mode,MCU Polling,----
2024/05/18 15:18:20,Bypass Mode,MCU Polling,----
2024/05/18 15:23:20,Bypass Mode,MCU Polling,----
2024/05/18 15:28:22,Bypass Mode,MCU Polling,----
2024/05/18 15:33:22,Bypass Mode,MCU Polling,----
2024/05/18 15:38:22,Bypass Mode,MCU Polling,----
2024/05/18 15:43:21,Bypass Mode,MCU Polling,----
2024/05/18 15:48:31,Bypass Mode,MCU Polling,----
2024/05/18 15:53:31,Bypass Mode,MCU Polling,----
2024/05/18 15:58:32,Bypass Mode,MCU Polling,----
2024/05/18 16:03:33,Bypass Mode,MCU Polling,----
2024/05/18 16:08:34,Bypass Mode,MCU Polling,----
2024/05/18 16:13:34,Bypass Mode,MCU Polling,----
2024/05/18 16:18:35,Bypass Mode,MCU Polling,----
2024/05/18 16:23:36,Bypass Mode,MCU Polling,----
2024/05/18 16:28:37,Bypass Mode,MCU Polling,----
2024/05/18 16:33:37,Bypass Mode,MCU Polling,----
2024/05/18 16:38:39,Bypass Mode,MCU Polling,----
2024/05/18 16:43:40,Bypass Mode,MCU Polling,----
2024/05/18 16:48:41,Bypass Mode,MCU Polling,----
2024/05/18 16:53:42,Bypass Mode,MCU Polling,----
2024/05/18 16:58:43,Bypass Mode,MCU Polling,----
2024/05/18 17:03:45,Bypass Mode,MCU Polling,----
2024/05/18 17:08:46,Bypass Mode,MCU Polling,----
2024/05/18 17:13:47,Bypass Mode,MCU Polling,----
2024/05/18 17:18:49,Bypass Mode,MCU Polling,----
2024/05/18 17:23:49,Bypass Mode,MCU Polling,----
2024/05/18 17:28:46,Bypass Mode,MCU Polling,----
2024/05/18 17:33:47,Bypass Mode,MCU Polling,----
2024/05/18 17:38:48,Bypass Mode,MCU Polling,----
2024/05/18 17:43:49,Bypass Mode,MCU Polling,----
2024/05/18 17:48:49,Bypass Mode,MCU Polling,----
2024/05/18 17:53:50,Bypass Mode,MCU Polling,----
2024/05/18 17:58:51,Bypass Mode,MCU Polling,----
2024/05/18 18:03:52,Bypass Mode,MCU Polling,----
2024/05/18 18:08:54,Bypass Mode,MCU Polling,----
2024/05/18 18:13:56,Bypass Mode,MCU Polling,----
2024/05/18 18:18:56,Bypass Mode,MCU Polling,----
2024/05/18 18:23:56,Bypass Mode,MCU Polling,----
2024/05/18 18:29:06,Bypass Mode,MCU Polling,----
2024/05/18 18:34:07,Bypass Mode,MCU Polling,----
2024/05/18 18:39:07,Bypass Mode,MCU Polling,----
2024/05/18 18:44:08,Bypass Mode,MCU Polling,----
2024/05/18 18:49:08,Bypass Mode,MCU Polling,----
2024/05/18 18:54:10,Bypass Mode,MCU Polling,----
2024/05/18 18:59:10,Bypass Mode,MCU Polling,----
2024/05/18 19:04:11,Bypass Mode,MCU Polling,----
2024/05/18 19:09:12,Bypass Mode,MCU Polling,----
2024/05/18 19:14:12,Bypass Mode,MCU Polling,----
2024/05/18 19:15:23,Line Mode,MCU Polling,----
2024/05/18 19:15:24,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/19 12:57:10,Fault Mode,MCU Polling,----
2024/05/19 12:57:11,Over temperature fault,MCU Polling,----
2024/05/19 12:57:12,Over temperature alarm,MCU Polling,----
2024/05/19 13:00:15,Bypass Mode,MCU Polling,----
2024/05/19 13:05:24,Bypass Mode,MCU Polling,----
2024/05/19 13:10:24,Bypass Mode,MCU Polling,----
2024/05/19 13:15:25,Bypass Mode,MCU Polling,----
2024/05/19 13:20:33,Bypass Mode,MCU Polling,----
2024/05/19 13:25:42,Bypass Mode,MCU Polling,----
2024/05/19 13:30:41,Bypass Mode,MCU Polling,----
2024/05/19 13:35:41,Bypass Mode,MCU Polling,----
2024/05/19 13:40:41,Bypass Mode,MCU Polling,----
2024/05/19 13:45:41,Bypass Mode,MCU Polling,----
2024/05/19 13:50:42,Bypass Mode,MCU Polling,----
2024/05/19 13:55:50,Bypass Mode,MCU Polling,----
2024/05/19 14:00:50,Bypass Mode,MCU Polling,----
2024/05/19 14:05:50,Bypass Mode,MCU Polling,----
2024/05/19 14:10:50,Bypass Mode,MCU Polling,----
2024/05/19 14:15:51,Bypass Mode,MCU Polling,----
2024/05/19 14:20:52,Bypass Mode,MCU Polling,----
2024/05/19 14:25:53,Bypass Mode,MCU Polling,----
2024/05/19 14:30:54,Bypass Mode,MCU Polling,----
2024/05/19 14:35:55,Bypass Mode,MCU Polling,----
2024/05/19 14:40:55,Bypass Mode,MCU Polling,----
2024/05/19 14:45:55,Bypass Mode,MCU Polling,----
2024/05/19 14:51:04,Bypass Mode,MCU Polling,----
2024/05/19 14:56:05,Bypass Mode,MCU Polling,----
2024/05/19 15:01:05,Bypass Mode,MCU Polling,----
2024/05/19 15:06:04,Bypass Mode,MCU Polling,----
2024/05/19 15:11:04,Bypass Mode,MCU Polling,----
2024/05/19 15:16:04,Bypass Mode,MCU Polling,----
2024/05/19 15:21:04,Bypass Mode,MCU Polling,----
2024/05/19 15:26:05,Bypass Mode,MCU Polling,----
2024/05/19 15:31:04,Bypass Mode,MCU Polling,----
2024/05/19 15:36:04,Bypass Mode,MCU Polling,----
2024/05/19 15:41:05,Bypass Mode,MCU Polling,----
2024/05/19 15:46:04,Bypass Mode,MCU Polling,----
2024/05/19 15:51:05,Bypass Mode,MCU Polling,----
2024/05/19 15:56:14,Bypass Mode,MCU Polling,----
2024/05/19 16:01:15,Bypass Mode,MCU Polling,----
2024/05/19 16:06:24,Bypass Mode,MCU Polling,----
2024/05/19 16:11:25,Bypass Mode,MCU Polling,----
2024/05/19 16:16:24,Bypass Mode,MCU Polling,----
2024/05/19 16:21:25,Bypass Mode,MCU Polling,----
2024/05/19 16:26:25,Bypass Mode,MCU Polling,----
2024/05/19 16:31:25,Bypass Mode,MCU Polling,----
2024/05/19 16:36:26,Bypass Mode,MCU Polling,----
2024/05/19 16:41:35,Bypass Mode,MCU Polling,----
2024/05/19 16:46:34,Bypass Mode,MCU Polling,----
2024/05/19 16:51:35,Bypass Mode,MCU Polling,----
2024/05/19 16:56:36,Bypass Mode,MCU Polling,----
2024/05/19 17:01:36,Bypass Mode,MCU Polling,----
2024/05/19 17:06:36,Bypass Mode,MCU Polling,----
2024/05/19 17:11:36,Bypass Mode,MCU Polling,----
2024/05/19 17:16:37,Bypass Mode,MCU Polling,----
2024/05/19 17:21:45,Bypass Mode,MCU Polling,----
2024/05/19 17:26:50,Bypass Mode,MCU Polling,----
2024/05/19 17:31:59,Bypass Mode,MCU Polling,----
2024/05/19 17:36:59,Bypass Mode,MCU Polling,----
2024/05/19 17:41:59,Bypass Mode,MCU Polling,----
2024/05/19 17:47:00,Bypass Mode,MCU Polling,----
2024/05/19 17:52:00,Bypass Mode,MCU Polling,----
2024/05/19 17:57:09,Bypass Mode,MCU Polling,----
2024/05/19 18:02:09,Bypass Mode,MCU Polling,----
2024/05/19 18:07:09,Bypass Mode,MCU Polling,----
2024/05/19 18:12:18,Bypass Mode,MCU Polling,----
2024/05/19 18:17:19,Bypass Mode,MCU Polling,----
2024/05/19 18:22:19,Bypass Mode,MCU Polling,----
2024/05/19 18:27:20,Bypass Mode,MCU Polling,----
2024/05/19 18:32:19,Bypass Mode,MCU Polling,----
2024/05/19 18:37:19,Bypass Mode,MCU Polling,----
2024/05/19 18:42:20,Bypass Mode,MCU Polling,----
2024/05/19 18:47:21,Bypass Mode,MCU Polling,----
2024/05/19 18:52:30,Bypass Mode,MCU Polling,----
2024/05/19 18:57:39,Bypass Mode,MCU Polling,----
2024/05/19 19:02:39,Bypass Mode,MCU Polling,----
2024/05/19 19:06:10,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/19 19:06:18,Line Mode,MCU Polling,----
2024/05/19 23:20:20,Battery Mode,MCU Polling,----
2024/05/19 23:20:22,AC failure,MCU Polling,----
2024/05/20 01:00:30,Line Mode,MCU Polling,----
2024/05/20 01:00:33,AC recovery,MCU Polling,----
2024/05/20 13:50:45,Fault Mode,MCU Polling,----
2024/05/20 13:50:47,Over temperature fault,MCU Polling,----
2024/05/20 13:50:47,Over temperature alarm,MCU Polling,----
2024/05/20 13:54:06,Bypass Mode,MCU Polling,----
2024/05/20 13:59:05,Bypass Mode,MCU Polling,----
2024/05/20 14:04:15,Bypass Mode,MCU Polling,----
2024/05/20 14:09:24,Bypass Mode,MCU Polling,----
2024/05/20 14:14:24,Bypass Mode,MCU Polling,----
2024/05/20 14:19:34,Bypass Mode,MCU Polling,----
2024/05/20 14:24:44,Bypass Mode,MCU Polling,----
2024/05/20 14:29:44,Bypass Mode,MCU Polling,----
2024/05/20 14:34:44,Bypass Mode,MCU Polling,----
2024/05/20 14:39:44,Bypass Mode,MCU Polling,----
2024/05/20 14:44:53,Bypass Mode,MCU Polling,----
2024/05/20 14:49:53,Bypass Mode,MCU Polling,----
2024/05/20 14:54:54,Bypass Mode,MCU Polling,----
2024/05/20 15:00:03,Bypass Mode,MCU Polling,----
2024/05/20 15:05:03,Bypass Mode,MCU Polling,----
2024/05/20 15:10:13,Bypass Mode,MCU Polling,----
2024/05/20 15:15:13,Bypass Mode,MCU Polling,----
2024/05/20 15:20:13,Bypass Mode,MCU Polling,----
2024/05/20 15:25:22,Bypass Mode,MCU Polling,----
2024/05/20 15:30:31,Bypass Mode,MCU Polling,----
2024/05/20 15:35:40,Bypass Mode,MCU Polling,----
2024/05/20 15:40:41,Bypass Mode,MCU Polling,----
2024/05/20 15:45:41,Bypass Mode,MCU Polling,----
2024/05/20 15:50:41,Bypass Mode,MCU Polling,----
2024/05/20 15:55:43,Bypass Mode,MCU Polling,----
2024/05/20 16:00:43,Bypass Mode,MCU Polling,----
2024/05/20 16:05:43,Bypass Mode,MCU Polling,----
2024/05/20 16:10:44,Bypass Mode,MCU Polling,----
2024/05/20 16:15:47,Bypass Mode,MCU Polling,----
2024/05/20 16:20:49,Bypass Mode,MCU Polling,----
2024/05/20 16:25:48,Bypass Mode,MCU Polling,----
2024/05/20 16:30:49,Bypass Mode,MCU Polling,----
2024/05/20 16:35:57,Bypass Mode,MCU Polling,----
2024/05/20 16:41:06,Bypass Mode,MCU Polling,----
2024/05/20 16:46:15,Bypass Mode,MCU Polling,----
2024/05/20 16:51:14,Bypass Mode,MCU Polling,----
2024/05/20 16:56:14,Bypass Mode,MCU Polling,----
2024/05/20 17:01:14,Bypass Mode,MCU Polling,----
2024/05/20 17:06:23,Bypass Mode,MCU Polling,----
2024/05/20 17:11:23,Bypass Mode,MCU Polling,----
2024/05/20 17:16:23,Bypass Mode,MCU Polling,----
2024/05/20 17:21:23,Bypass Mode,MCU Polling,----
2024/05/20 17:26:19,Bypass Mode,MCU Polling,----
2024/05/20 17:31:20,Bypass Mode,MCU Polling,----
2024/05/20 17:36:20,Bypass Mode,MCU Polling,----
2024/05/20 17:41:20,Bypass Mode,MCU Polling,----
2024/05/20 17:46:21,Bypass Mode,MCU Polling,----
2024/05/20 17:51:21,Bypass Mode,MCU Polling,----
2024/05/20 17:56:22,Bypass Mode,MCU Polling,----
2024/05/20 18:01:23,Bypass Mode,MCU Polling,----
