Time,EventName,EventSource,ClientIP
2024/05/20 18:06:24,Bypass Mode,MCU Polling,----
2024/05/20 18:11:25,Bypass Mode,MCU Polling,----
2024/05/20 18:16:26,Bypass Mode,MCU Polling,----
2024/05/20 18:21:27,Bypass Mode,MCU Polling,----
2024/05/20 18:23:33,Line Mode,MCU Polling,----
2024/05/20 18:23:35,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/22 12:26:10,AC failure,MCU Polling,----
2024/05/22 12:26:17,Battery Mode,MCU Polling,----
2024/05/22 12:57:05,AC recovery,MCU Polling,----
2024/05/22 12:57:12,Line Mode,MCU Polling,----
2024/05/22 14:38:20,Battery Mode,MCU Polling,----
2024/05/22 14:38:23,AC failure,MCU Polling,----
2024/05/22 14:47:07,Fault Mode,MCU Polling,----
2024/05/22 14:47:08,Over temperature fault,MCU Polling,----
2024/05/22 14:47:09,Over temperature alarm,MCU Polling,----
2024/05/22 15:09:46,AC recovery,MCU Polling,----
2024/05/22 15:14:17,Bypass Mode,MCU Polling,----
2024/05/22 15:19:23,Bypass Mode,MCU Polling,----
2024/05/22 15:24:23,Bypass Mode,MCU Polling,----
2024/05/22 15:29:25,Bypass Mode,MCU Polling,----
2024/05/22 15:34:27,Bypass Mode,MCU Polling,----
2024/05/22 15:39:28,Bypass Mode,MCU Polling,----
2024/05/22 15:44:29,Bypass Mode,MCU Polling,----
2024/05/22 15:49:29,Bypass Mode,MCU Polling,----
2024/05/22 15:54:29,Bypass Mode,MCU Polling,----
2024/05/22 15:59:30,Bypass Mode,MCU Polling,----
2024/05/22 16:04:30,Bypass Mode,MCU Polling,----
2024/05/22 16:09:30,Bypass Mode,MCU Polling,----
2024/05/22 16:14:29,Bypass Mode,MCU Polling,----
2024/05/22 16:19:39,Bypass Mode,MCU Polling,----
2024/05/22 16:24:40,Bypass Mode,MCU Polling,----
2024/05/22 16:29:41,Bypass Mode,MCU Polling,----
2024/05/22 16:34:41,Bypass Mode,MCU Polling,----
2024/05/22 16:39:42,Bypass Mode,MCU Polling,----
2024/05/22 16:44:50,Bypass Mode,MCU Polling,----
2024/05/22 16:49:51,Bypass Mode,MCU Polling,----
2024/05/22 16:55:01,Bypass Mode,MCU Polling,----
2024/05/22 17:00:00,Bypass Mode,MCU Polling,----
2024/05/22 17:05:01,Bypass Mode,MCU Polling,----
2024/05/22 17:10:02,Bypass Mode,MCU Polling,----
2024/05/22 17:15:02,Bypass Mode,MCU Polling,----
2024/05/22 17:20:12,Bypass Mode,MCU Polling,----
2024/05/22 17:25:12,Bypass Mode,MCU Polling,----
2024/05/22 17:30:07,Bypass Mode,MCU Polling,----
2024/05/22 17:35:08,Bypass Mode,MCU Polling,----
2024/05/22 17:40:08,Bypass Mode,MCU Polling,----
2024/05/22 17:45:08,Bypass Mode,MCU Polling,----
2024/05/22 17:50:17,Bypass Mode,MCU Polling,----
2024/05/22 17:55:18,Bypass Mode,MCU Polling,----
2024/05/22 18:00:19,Bypass Mode,MCU Polling,----
2024/05/22 18:05:19,Bypass Mode,MCU Polling,----
2024/05/22 18:10:20,Bypass Mode,MCU Polling,----
2024/05/22 18:15:21,Bypass Mode,MCU Polling,----
2024/05/22 18:16:28,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/22 18:16:36,Line Mode,MCU Polling,----
2024/05/24 13:37:25,Battery Mode,MCU Polling,----
2024/05/24 13:37:27,AC failure,MCU Polling,----
2024/05/24 14:21:53,AC recovery,MCU Polling,----
2024/05/24 14:22:00,Line Mode,MCU Polling,----
2024/05/24 14:31:47,Fault Mode,MCU Polling,----
2024/05/24 14:31:48,Over temperature fault,MCU Polling,----
2024/05/24 14:31:48,Over temperature alarm,MCU Polling,----
2024/05/24 14:32:48,Bypass Mode,MCU Polling,----
2024/05/24 14:37:49,Bypass Mode,MCU Polling,----
2024/05/24 14:42:49,Bypass Mode,MCU Polling,----
2024/05/24 14:47:50,Bypass Mode,MCU Polling,----
2024/05/24 14:52:59,Bypass Mode,MCU Polling,----
2024/05/24 14:58:09,Bypass Mode,MCU Polling,----
2024/05/24 15:03:18,Bypass Mode,MCU Polling,----
2024/05/24 15:08:18,Bypass Mode,MCU Polling,----
2024/05/24 15:13:18,Bypass Mode,MCU Polling,----
2024/05/24 15:18:18,Bypass Mode,MCU Polling,----
2024/05/24 15:23:18,Bypass Mode,MCU Polling,----
2024/05/24 15:28:18,Bypass Mode,MCU Polling,----
2024/05/24 15:33:18,Bypass Mode,MCU Polling,----
2024/05/24 15:38:18,Bypass Mode,MCU Polling,----
2024/05/24 15:43:18,Bypass Mode,MCU Polling,----
2024/05/24 15:48:28,Bypass Mode,MCU Polling,----
2024/05/24 15:53:38,Bypass Mode,MCU Polling,----
2024/05/24 15:58:39,Bypass Mode,MCU Polling,----
2024/05/24 16:03:49,Bypass Mode,MCU Polling,----
2024/05/24 16:08:49,Bypass Mode,MCU Polling,----
2024/05/24 16:13:49,Bypass Mode,MCU Polling,----
2024/05/24 16:18:49,Bypass Mode,MCU Polling,----
2024/05/24 16:23:50,Bypass Mode,MCU Polling,----
2024/05/24 16:28:50,Bypass Mode,MCU Polling,----
2024/05/24 16:33:50,Bypass Mode,MCU Polling,----
2024/05/24 16:38:52,Bypass Mode,MCU Polling,----
2024/05/24 16:43:54,Bypass Mode,MCU Polling,----
2024/05/24 16:48:56,Bypass Mode,MCU Polling,----
2024/05/24 16:53:56,Bypass Mode,MCU Polling,----
2024/05/24 16:58:58,Bypass Mode,MCU Polling,----
2024/05/24 17:04:03,Bypass Mode,MCU Polling,----
2024/05/24 17:09:04,Bypass Mode,MCU Polling,----
2024/05/24 17:14:04,Bypass Mode,MCU Polling,----
2024/05/24 17:19:05,Bypass Mode,MCU Polling,----
2024/05/24 17:24:05,Bypass Mode,MCU Polling,----
2024/05/24 17:29:03,Bypass Mode,MCU Polling,----
2024/05/24 17:34:04,Bypass Mode,MCU Polling,----
2024/05/24 17:39:05,Bypass Mode,MCU Polling,----
2024/05/24 17:44:06,Bypass Mode,MCU Polling,----
2024/05/24 17:49:07,Bypass Mode,MCU Polling,----
2024/05/24 17:54:07,Bypass Mode,MCU Polling,----
2024/05/24 17:59:09,Bypass Mode,MCU Polling,----
2024/05/24 18:04:10,Bypass Mode,MCU Polling,----
2024/05/24 18:09:11,Bypass Mode,MCU Polling,----
2024/05/24 18:14:12,Bypass Mode,MCU Polling,----
2024/05/24 18:19:13,Bypass Mode,MCU Polling,----
2024/05/24 18:24:15,Bypass Mode,MCU Polling,----
2024/05/24 18:29:16,Bypass Mode,MCU Polling,----
2024/05/24 18:34:18,Bypass Mode,MCU Polling,----
2024/05/24 18:34:25,Line Mode,MCU Polling,----
2024/05/24 18:34:27,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/25 13:38:41,Over temperature alarm,MCU Polling,----
2024/05/25 13:38:52,Fault Mode,MCU Polling,----
2024/05/25 13:38:53,Over temperature fault,MCU Polling,----
2024/05/25 13:41:15,Bypass Mode,MCU Polling,----
2024/05/25 13:46:15,Bypass Mode,MCU Polling,----
2024/05/25 13:51:17,Bypass Mode,MCU Polling,----
2024/05/25 13:56:18,Bypass Mode,MCU Polling,----
2024/05/25 14:01:18,Bypass Mode,MCU Polling,----
2024/05/25 14:06:19,Bypass Mode,MCU Polling,----
2024/05/25 14:11:21,Bypass Mode,MCU Polling,----
2024/05/25 14:16:23,Bypass Mode,MCU Polling,----
2024/05/25 14:21:24,Bypass Mode,MCU Polling,----
2024/05/25 14:26:24,Bypass Mode,MCU Polling,----
2024/05/25 14:31:26,Bypass Mode,MCU Polling,----
2024/05/25 14:36:27,Bypass Mode,MCU Polling,----
2024/05/25 14:41:28,Bypass Mode,MCU Polling,----
2024/05/25 14:46:30,Bypass Mode,MCU Polling,----
2024/05/25 14:51:32,Bypass Mode,MCU Polling,----
2024/05/25 14:56:32,Bypass Mode,MCU Polling,----
2024/05/25 15:01:33,Bypass Mode,MCU Polling,----
2024/05/25 15:06:33,Bypass Mode,MCU Polling,----
2024/05/25 15:11:35,Bypass Mode,MCU Polling,----
2024/05/25 15:16:36,Bypass Mode,MCU Polling,----
2024/05/25 15:21:37,Bypass Mode,MCU Polling,----
2024/05/25 15:26:38,Bypass Mode,MCU Polling,----
2024/05/25 15:31:39,Bypass Mode,MCU Polling,----
2024/05/25 15:36:41,Bypass Mode,MCU Polling,----
2024/05/25 15:41:42,Bypass Mode,MCU Polling,----
2024/05/25 15:46:42,Bypass Mode,MCU Polling,----
2024/05/25 15:51:44,Bypass Mode,MCU Polling,----
2024/05/25 15:56:44,Bypass Mode,MCU Polling,----
2024/05/25 16:01:46,Bypass Mode,MCU Polling,----
2024/05/25 16:06:46,Bypass Mode,MCU Polling,----
2024/05/25 16:11:48,Bypass Mode,MCU Polling,----
2024/05/25 16:16:49,Bypass Mode,MCU Polling,----
2024/05/25 16:21:50,Bypass Mode,MCU Polling,----
2024/05/25 16:26:51,Bypass Mode,MCU Polling,----
2024/05/25 16:31:53,Bypass Mode,MCU Polling,----
2024/05/25 16:36:54,Bypass Mode,MCU Polling,----
2024/05/25 16:41:54,Bypass Mode,MCU Polling,----
2024/05/25 16:46:55,Bypass Mode,MCU Polling,----
2024/05/25 16:51:56,Bypass Mode,MCU Polling,----
2024/05/25 16:56:57,Bypass Mode,MCU Polling,----
2024/05/25 17:01:58,Bypass Mode,MCU Polling,----
2024/05/25 17:06:59,Bypass Mode,MCU Polling,----
2024/05/25 17:12:01,Bypass Mode,MCU Polling,----
2024/05/25 17:17:02,Bypass Mode,MCU Polling,----
2024/05/25 17:22:03,Bypass Mode,MCU Polling,----
2024/05/25 17:26:59,Bypass Mode,MCU Polling,----
2024/05/25 17:32:00,Bypass Mode,MCU Polling,----
2024/05/25 17:37:01,Bypass Mode,MCU Polling,----
2024/05/25 17:42:01,Bypass Mode,MCU Polling,----
2024/05/25 17:47:02,Bypass Mode,MCU Polling,----
2024/05/25 17:52:03,Bypass Mode,MCU Polling,----
2024/05/25 17:57:06,Bypass Mode,MCU Polling,----
2024/05/25 18:02:07,Bypass Mode,MCU Polling,----
2024/05/25 18:07:07,Bypass Mode,MCU Polling,----
2024/05/25 18:12:07,Bypass Mode,MCU Polling,----
2024/05/25 18:17:08,Bypass Mode,MCU Polling,----
2024/05/25 18:22:10,Bypass Mode,MCU Polling,----
2024/05/25 18:27:10,Bypass Mode,MCU Polling,----
2024/05/25 18:32:11,Bypass Mode,MCU Polling,----
2024/05/25 18:37:11,Bypass Mode,MCU Polling,----
2024/05/25 18:42:12,Bypass Mode,MCU Polling,----
2024/05/25 18:47:21,Bypass Mode,MCU Polling,----
2024/05/25 18:51:58,Line Mode,MCU Polling,----
2024/05/25 18:52:00,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/26 04:21:48,Battery Mode,MCU Polling,----
2024/05/26 04:21:51,AC failure,MCU Polling,----
2024/05/26 04:23:09,AC recovery,MCU Polling,----
2024/05/26 04:23:16,Line Mode,MCU Polling,----
2024/05/26 05:25:28,Connect to time server error,SNTP,----
2024/05/26 08:29:34,Battery Mode,MCU Polling,----
2024/05/26 08:29:37,AC failure,MCU Polling,----
2024/05/26 08:33:21,AC recovery,MCU Polling,----
2024/05/26 08:33:28,Line Mode,MCU Polling,----
2024/05/26 12:56:07,Fault Mode,MCU Polling,----
2024/05/26 12:56:08,Over temperature fault,MCU Polling,----
2024/05/26 12:56:09,Over temperature alarm,MCU Polling,----
2024/05/26 12:59:00,Bypass Mode,MCU Polling,----
2024/05/26 13:04:01,Bypass Mode,MCU Polling,----
2024/05/26 13:09:02,Bypass Mode,MCU Polling,----
2024/05/26 13:14:02,Bypass Mode,MCU Polling,----
2024/05/26 13:19:12,Bypass Mode,MCU Polling,----
2024/05/26 13:24:22,Bypass Mode,MCU Polling,----
2024/05/26 13:29:22,Bypass Mode,MCU Polling,----
2024/05/26 13:34:31,Bypass Mode,MCU Polling,----
2024/05/26 13:39:32,Bypass Mode,MCU Polling,----
2024/05/26 13:44:42,Bypass Mode,MCU Polling,----
2024/05/26 13:49:43,Bypass Mode,MCU Polling,----
2024/05/26 13:54:44,Bypass Mode,MCU Polling,----
2024/05/26 13:59:44,Bypass Mode,MCU Polling,----
2024/05/26 14:04:53,Bypass Mode,MCU Polling,----
2024/05/26 14:10:03,Bypass Mode,MCU Polling,----
2024/05/26 14:15:03,Bypass Mode,MCU Polling,----
2024/05/26 14:20:03,Bypass Mode,MCU Polling,----
2024/05/26 14:25:03,Bypass Mode,MCU Polling,----
2024/05/26 14:30:04,Bypass Mode,MCU Polling,----
2024/05/26 14:35:13,Bypass Mode,MCU Polling,----
2024/05/26 14:40:14,Bypass Mode,MCU Polling,----
2024/05/26 14:45:16,Bypass Mode,MCU Polling,----
2024/05/26 14:50:17,Bypass Mode,MCU Polling,----
2024/05/26 14:55:26,Bypass Mode,MCU Polling,----
2024/05/26 15:00:27,Bypass Mode,MCU Polling,----
2024/05/26 15:05:35,Bypass Mode,MCU Polling,----
2024/05/26 15:10:44,Bypass Mode,MCU Polling,----
2024/05/26 15:15:53,Bypass Mode,MCU Polling,----
2024/05/26 15:20:53,Bypass Mode,MCU Polling,----
2024/05/26 15:25:53,Bypass Mode,MCU Polling,----
2024/05/26 15:30:54,Bypass Mode,MCU Polling,----
2024/05/26 15:35:54,Bypass Mode,MCU Polling,----
2024/05/26 15:40:55,Bypass Mode,MCU Polling,----
2024/05/26 15:46:04,Bypass Mode,MCU Polling,----
2024/05/26 15:51:13,Bypass Mode,MCU Polling,----
2024/05/26 15:56:22,Bypass Mode,MCU Polling,----
2024/05/26 16:01:22,Bypass Mode,MCU Polling,----
2024/05/26 16:06:22,Bypass Mode,MCU Polling,----
2024/05/26 16:11:23,Bypass Mode,MCU Polling,----
2024/05/26 16:16:23,Bypass Mode,MCU Polling,----
2024/05/26 16:21:23,Bypass Mode,MCU Polling,----
2024/05/26 16:26:23,Bypass Mode,MCU Polling,----
2024/05/26 16:31:23,Bypass Mode,MCU Polling,----
2024/05/26 16:36:32,Bypass Mode,MCU Polling,----
2024/05/26 16:41:32,Bypass Mode,MCU Polling,----
2024/05/26 16:46:32,Bypass Mode,MCU Polling,----
2024/05/26 16:51:32,Bypass Mode,MCU Polling,----
2024/05/26 16:56:32,Bypass Mode,MCU Polling,----
2024/05/26 17:01:34,Bypass Mode,MCU Polling,----
2024/05/26 17:06:34,Bypass Mode,MCU Polling,----
2024/05/26 17:11:36,Bypass Mode,MCU Polling,----
2024/05/26 17:16:37,Bypass Mode,MCU Polling,----
2024/05/26 17:21:38,Bypass Mode,MCU Polling,----
2024/05/26 17:26:30,Bypass Mode,MCU Polling,----
2024/05/26 17:31:31,Bypass Mode,MCU Polling,----
2024/05/26 17:36:33,Bypass Mode,MCU Polling,----
2024/05/26 17:41:33,Bypass Mode,MCU Polling,----
2024/05/26 17:46:34,Bypass Mode,MCU Polling,----
2024/05/26 17:51:35,Bypass Mode,MCU Polling,----
2024/05/26 17:56:36,Bypass Mode,MCU Polling,----
2024/05/26 18:01:38,Bypass Mode,MCU Polling,----
2024/05/26 18:06:39,Bypass Mode,MCU Polling,----
2024/05/26 18:11:40,Bypass Mode,MCU Polling,----
2024/05/26 18:16:41,Bypass Mode,MCU Polling,----
2024/05/26 18:21:42,Bypass Mode,MCU Polling,----
2024/05/26 18:26:43,Bypass Mode,MCU Polling,----
2024/05/26 18:31:44,Bypass Mode,MCU Polling,----
2024/05/26 18:36:44,Bypass Mode,MCU Polling,----
2024/05/26 18:41:44,Bypass Mode,MCU Polling,----
2024/05/26 18:46:44,Bypass Mode,MCU Polling,----
2024/05/26 18:51:44,Bypass Mode,MCU Polling,----
2024/05/26 18:56:45,Bypass Mode,MCU Polling,----
2024/05/26 19:01:45,Bypass Mode,MCU Polling,----
2024/05/26 19:06:46,Bypass Mode,MCU Polling,----
2024/05/26 19:11:46,Bypass Mode,MCU Polling,----
2024/05/26 19:16:47,Bypass Mode,MCU Polling,----
2024/05/26 19:21:48,Bypass Mode,MCU Polling,----
2024/05/26 19:26:48,Bypass Mode,MCU Polling,----
2024/05/26 19:31:49,Bypass Mode,MCU Polling,----
2024/05/26 19:35:22,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/26 19:35:30,Line Mode,MCU Polling,----
2024/05/27 12:40:45,Fault Mode,MCU Polling,----
2024/05/27 12:40:46,Over temperature fault,MCU Polling,----
2024/05/27 12:40:46,Over temperature alarm,MCU Polling,----
2024/05/27 12:42:34,Bypass Mode,MCU Polling,----
2024/05/27 12:47:43,Bypass Mode,MCU Polling,----
2024/05/27 12:52:52,Bypass Mode,MCU Polling,----
2024/05/27 12:58:01,Bypass Mode,MCU Polling,----
2024/05/27 13:03:02,Bypass Mode,MCU Polling,----
2024/05/27 13:08:10,Bypass Mode,MCU Polling,----
2024/05/27 13:13:21,Bypass Mode,MCU Polling,----
2024/05/27 13:18:21,Bypass Mode,MCU Polling,----
2024/05/27 13:19:04,AC failure,MCU Polling,----
2024/05/27 14:04:38,AC recovery,MCU Polling,----
2024/05/27 14:08:31,Bypass Mode,MCU Polling,----
2024/05/27 14:13:35,Bypass Mode,MCU Polling,----
2024/05/27 14:18:45,Bypass Mode,MCU Polling,----
2024/05/27 14:23:53,Bypass Mode,MCU Polling,----
2024/05/27 14:29:02,Bypass Mode,MCU Polling,----
2024/05/27 14:34:02,Bypass Mode,MCU Polling,----
2024/05/27 14:39:11,Bypass Mode,MCU Polling,----
2024/05/27 14:44:21,Bypass Mode,MCU Polling,----
2024/05/27 14:49:30,Bypass Mode,MCU Polling,----
2024/05/27 14:54:30,Bypass Mode,MCU Polling,----
2024/05/27 14:59:30,Bypass Mode,MCU Polling,----
2024/05/27 15:04:30,Bypass Mode,MCU Polling,----
2024/05/27 15:09:30,Bypass Mode,MCU Polling,----
2024/05/27 15:10:11,AC failure,MCU Polling,----
2024/05/27 15:13:05,AC recovery,MCU Polling,----
2024/05/27 15:14:32,Bypass Mode,MCU Polling,----
2024/05/27 15:19:41,Bypass Mode,MCU Polling,----
2024/05/27 15:24:43,Bypass Mode,MCU Polling,----
2024/05/27 15:29:44,Bypass Mode,MCU Polling,----
2024/05/27 15:34:44,Bypass Mode,MCU Polling,----
2024/05/27 15:39:44,Bypass Mode,MCU Polling,----
2024/05/27 15:44:45,Bypass Mode,MCU Polling,----
2024/05/27 15:49:45,Bypass Mode,MCU Polling,----
2024/05/27 15:54:46,Bypass Mode,MCU Polling,----
2024/05/27 15:59:47,Bypass Mode,MCU Polling,----
2024/05/27 16:04:48,Bypass Mode,MCU Polling,----
2024/05/27 16:09:48,Bypass Mode,MCU Polling,----
2024/05/27 16:14:49,Bypass Mode,MCU Polling,----
2024/05/27 16:19:55,Bypass Mode,MCU Polling,----
2024/05/27 16:24:58,Bypass Mode,MCU Polling,----
2024/05/27 16:29:59,Bypass Mode,MCU Polling,----
2024/05/27 16:34:59,Bypass Mode,MCU Polling,----
2024/05/27 16:40:00,Bypass Mode,MCU Polling,----
2024/05/27 16:45:00,Bypass Mode,MCU Polling,----
2024/05/27 16:50:00,Bypass Mode,MCU Polling,----
2024/05/27 16:55:01,Bypass Mode,MCU Polling,----
2024/05/27 17:00:02,Bypass Mode,MCU Polling,----
2024/05/27 17:05:02,Bypass Mode,MCU Polling,----
2024/05/27 17:10:02,Bypass Mode,MCU Polling,----
2024/05/27 17:15:11,Bypass Mode,MCU Polling,----
2024/05/27 17:20:20,Bypass Mode,MCU Polling,----
2024/05/27 17:25:15,Bypass Mode,MCU Polling,----
2024/05/27 17:30:16,Bypass Mode,MCU Polling,----
2024/05/27 17:35:17,Bypass Mode,MCU Polling,----
2024/05/27 17:40:17,Bypass Mode,MCU Polling,----
2024/05/27 17:45:19,Bypass Mode,MCU Polling,----
2024/05/27 17:50:20,Bypass Mode,MCU Polling,----
2024/05/27 17:55:21,Bypass Mode,MCU Polling,----
2024/05/27 18:00:21,Bypass Mode,MCU Polling,----
2024/05/27 18:05:22,Bypass Mode,MCU Polling,----
2024/05/27 18:10:23,Bypass Mode,MCU Polling,----
2024/05/27 18:15:22,Bypass Mode,MCU Polling,----
2024/05/27 18:20:23,Bypass Mode,MCU Polling,----
2024/05/27 18:25:31,Bypass Mode,MCU Polling,----
2024/05/27 18:30:31,Bypass Mode,MCU Polling,----
2024/05/27 18:35:31,Bypass Mode,MCU Polling,----
2024/05/27 18:40:31,Bypass Mode,MCU Polling,----
2024/05/27 18:45:31,Bypass Mode,MCU Polling,----
2024/05/27 18:50:31,Bypass Mode,MCU Polling,----
2024/05/27 18:55:31,Bypass Mode,MCU Polling,----
2024/05/27 19:00:31,Bypass Mode,MCU Polling,----
2024/05/27 19:05:33,Bypass Mode,MCU Polling,----
2024/05/27 19:10:33,Bypass Mode,MCU Polling,----
2024/05/27 19:15:42,Bypass Mode,MCU Polling,----
2024/05/27 19:20:29,Line Mode,MCU Polling,----
2024/05/27 19:20:30,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/28 12:52:15,Fault Mode,MCU Polling,----
2024/05/28 12:52:16,Over temperature fault,MCU Polling,----
2024/05/28 12:52:17,Over temperature alarm,MCU Polling,----
2024/05/28 12:56:48,Bypass Mode,MCU Polling,----
2024/05/28 13:01:57,Bypass Mode,MCU Polling,----
2024/05/28 13:06:56,Bypass Mode,MCU Polling,----
2024/05/28 13:12:05,Bypass Mode,MCU Polling,----
2024/05/28 13:17:14,Bypass Mode,MCU Polling,----
2024/05/28 13:22:14,Bypass Mode,MCU Polling,----
2024/05/28 13:27:23,Bypass Mode,MCU Polling,----
2024/05/28 13:32:32,Bypass Mode,MCU Polling,----
2024/05/28 13:37:32,Bypass Mode,MCU Polling,----
2024/05/28 13:42:33,Bypass Mode,MCU Polling,----
2024/05/28 13:47:34,Bypass Mode,MCU Polling,----
2024/05/28 13:52:34,Bypass Mode,MCU Polling,----
2024/05/28 13:55:09,AC failure,MCU Polling,----
2024/05/28 14:40:21,AC recovery,MCU Polling,----
2024/05/28 14:42:36,Bypass Mode,MCU Polling,----
2024/05/28 14:47:37,Bypass Mode,MCU Polling,----
2024/05/28 14:52:37,Bypass Mode,MCU Polling,----
2024/05/28 14:57:38,Bypass Mode,MCU Polling,----
2024/05/28 15:02:38,Bypass Mode,MCU Polling,----
2024/05/28 15:07:38,Bypass Mode,MCU Polling,----
2024/05/28 15:12:39,Bypass Mode,MCU Polling,----
2024/05/28 15:17:40,Bypass Mode,MCU Polling,----
2024/05/28 15:22:39,Bypass Mode,MCU Polling,----
2024/05/28 15:27:40,Bypass Mode,MCU Polling,----
2024/05/28 15:32:41,Bypass Mode,MCU Polling,----
2024/05/28 15:37:42,Bypass Mode,MCU Polling,----
2024/05/28 15:42:43,Bypass Mode,MCU Polling,----
2024/05/28 15:47:44,Bypass Mode,MCU Polling,----
2024/05/28 15:52:45,Bypass Mode,MCU Polling,----
2024/05/28 15:57:46,Bypass Mode,MCU Polling,----
2024/05/28 16:02:46,Bypass Mode,MCU Polling,----
2024/05/28 16:07:54,Bypass Mode,MCU Polling,----
2024/05/28 16:12:54,Bypass Mode,MCU Polling,----
2024/05/28 16:17:54,Bypass Mode,MCU Polling,----
2024/05/28 16:22:55,Bypass Mode,MCU Polling,----
2024/05/28 16:27:54,Bypass Mode,MCU Polling,----
2024/05/28 16:32:54,Bypass Mode,MCU Polling,----
2024/05/28 16:37:54,Bypass Mode,MCU Polling,----
2024/05/28 16:42:55,Bypass Mode,MCU Polling,----
2024/05/28 16:47:55,Bypass Mode,MCU Polling,----
2024/05/28 16:52:55,Bypass Mode,MCU Polling,----
2024/05/28 16:57:56,Bypass Mode,MCU Polling,----
2024/05/28 17:02:57,Bypass Mode,MCU Polling,----
2024/05/28 17:07:58,Bypass Mode,MCU Polling,----
2024/05/28 17:12:57,Bypass Mode,MCU Polling,----
2024/05/28 17:17:59,Bypass Mode,MCU Polling,----
2024/05/28 17:23:00,Bypass Mode,MCU Polling,----
2024/05/28 17:27:56,Bypass Mode,MCU Polling,----
2024/05/28 17:32:56,Bypass Mode,MCU Polling,----
2024/05/28 17:37:56,Bypass Mode,MCU Polling,----
2024/05/28 17:42:56,Bypass Mode,MCU Polling,----
2024/05/28 17:48:06,Bypass Mode,MCU Polling,----
2024/05/28 17:53:07,Bypass Mode,MCU Polling,----
2024/05/28 17:58:07,Bypass Mode,MCU Polling,----
2024/05/28 18:03:08,Bypass Mode,MCU Polling,----
2024/05/28 18:08:08,Bypass Mode,MCU Polling,----
2024/05/28 18:13:09,Bypass Mode,MCU Polling,----
2024/05/28 18:18:10,Bypass Mode,MCU Polling,----
2024/05/28 18:23:11,Bypass Mode,MCU Polling,----
2024/05/28 18:28:12,Bypass Mode,MCU Polling,----
2024/05/28 18:33:12,Bypass Mode,MCU Polling,----
2024/05/28 18:38:12,Bypass Mode,MCU Polling,----
2024/05/28 18:43:13,Bypass Mode,MCU Polling,----
2024/05/28 18:48:13,Bypass Mode,MCU Polling,----
2024/05/28 18:53:23,Bypass Mode,MCU Polling,----
2024/05/28 18:58:32,Bypass Mode,MCU Polling,----
2024/05/28 19:03:33,Bypass Mode,MCU Polling,----
2024/05/28 19:08:33,Bypass Mode,MCU Polling,----
2024/05/28 19:13:33,Bypass Mode,MCU Polling,----
2024/05/28 19:15:26,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/28 19:15:34,Line Mode,MCU Polling,----
2024/05/29 12:48:59,Over temperature alarm,MCU Polling,----
2024/05/29 12:49:07,Fault Mode,MCU Polling,----
2024/05/29 12:49:08,Over temperature fault,MCU Polling,----
2024/05/29 12:49:39,Bypass Mode,MCU Polling,----
2024/05/29 12:54:45,Bypass Mode,MCU Polling,----
2024/05/29 12:59:49,Bypass Mode,MCU Polling,----
2024/05/29 13:04:49,Bypass Mode,MCU Polling,----
2024/05/29 13:09:49,Bypass Mode,MCU Polling,----
2024/05/29 13:14:51,Bypass Mode,MCU Polling,----
2024/05/29 13:19:52,Bypass Mode,MCU Polling,----
2024/05/29 13:24:53,Bypass Mode,MCU Polling,----
2024/05/29 13:29:55,Bypass Mode,MCU Polling,----
2024/05/29 13:34:55,Bypass Mode,MCU Polling,----
2024/05/29 13:40:06,Bypass Mode,MCU Polling,----
2024/05/29 13:45:06,Bypass Mode,MCU Polling,----
2024/05/29 13:50:07,Bypass Mode,MCU Polling,----
2024/05/29 13:50:16,AC failure,MCU Polling,----
2024/05/29 14:31:36,AC recovery,MCU Polling,----
2024/05/29 14:35:10,Bypass Mode,MCU Polling,----
2024/05/29 14:40:11,Bypass Mode,MCU Polling,----
2024/05/29 14:45:12,Bypass Mode,MCU Polling,----
2024/05/29 14:50:13,Bypass Mode,MCU Polling,----
2024/05/29 14:55:14,Bypass Mode,MCU Polling,----
2024/05/29 15:00:14,Bypass Mode,MCU Polling,----
2024/05/29 15:05:15,Bypass Mode,MCU Polling,----
2024/05/29 15:10:17,Bypass Mode,MCU Polling,----
2024/05/29 15:15:17,Bypass Mode,MCU Polling,----
2024/05/29 15:20:26,Bypass Mode,MCU Polling,----
2024/05/29 15:25:35,Bypass Mode,MCU Polling,----
2024/05/29 15:30:36,Bypass Mode,MCU Polling,----
2024/05/29 15:35:35,Bypass Mode,MCU Polling,----
2024/05/29 15:40:36,Bypass Mode,MCU Polling,----
2024/05/29 15:45:37,Bypass Mode,MCU Polling,----
2024/05/29 15:50:38,Bypass Mode,MCU Polling,----
2024/05/29 15:53:57,AC failure,MCU Polling,----
2024/05/29 16:40:51,AC recovery,MCU Polling,----
2024/05/29 16:40:51,Bypass Mode,MCU Polling,----
2024/05/29 16:45:03,AC failure,MCU Polling,----
2024/05/29 16:46:40,AC recovery,MCU Polling,----
2024/05/29 16:50:52,Bypass Mode,MCU Polling,----
