Time,InputVolt1(V),OutputVolt1(V),OutputFreq(Hz),Load(%),BatteryVolt(V),Temp.(Degree),EMD temp.(Degree),EMD humidity(%)
2024/07/08 00:02:41,232.7,229.8,49.9,19,81.1,32.8,---,---
2024/07/08 00:07:41,232.9,229.8,50.0,17,81.2,32.8,---,---
2024/07/08 00:12:43,233.6,229.5,50.0,11,81.2,32.5,---,---
2024/07/08 00:17:43,233.4,229.6,50.0,18,81.1,32.5,---,---
2024/07/08 00:22:43,233.6,230.0,50.0,17,81.1,32.3,---,---
2024/07/08 00:27:42,232.9,229.9,50.0,17,81.1,32.3,---,---
2024/07/08 00:32:42,233.4,229.7,50.0,17,81.2,32.5,---,---
2024/07/08 00:37:42,233.1,229.8,50.0,17,81.1,32.3,---,---
2024/07/08 00:42:44,233.5,229.5,50.0,17,81.1,32.5,---,---
2024/07/08 00:47:44,231.5,229.7,50.0,17,81.2,32.5,---,---
2024/07/08 00:52:44,233.8,229.4,50.0,18,81.1,32.5,---,---
2024/07/08 00:57:43,233.8,229.8,50.0,18,81.1,32.5,---,---
2024/07/08 01:02:43,231.5,229.7,50.0,18,81.1,32.5,---,---
2024/07/08 01:07:43,230.7,230.2,50.0,18,81.2,32.5,---,---
2024/07/08 01:12:45,232.1,229.8,50.0,18,81.1,32.3,---,---
2024/07/08 01:17:45,232.2,229.4,50.0,18,81.1,32.3,---,---
2024/07/08 01:22:47,232.1,229.2,50.0,19,81.1,32.3,---,---
2024/07/08 01:27:47,230.8,229.9,50.0,18,81.1,32.3,---,---
2024/07/08 01:32:47,231.4,229.6,50.0,18,81.1,32.3,---,---
2024/07/08 01:37:46,232.3,230.1,50.1,17,81.2,32.2,---,---
2024/07/08 01:42:46,232.6,230.1,50.0,18,81.2,32.1,---,---
2024/07/08 01:47:48,233.0,229.7,50.0,17,81.2,32.0,---,---
2024/07/08 01:52:48,232.6,230.1,50.0,17,81.2,32.0,---,---
2024/07/08 01:57:48,232.6,229.7,50.0,17,81.2,31.8,---,---
2024/07/08 02:02:48,233.4,230.3,50.0,18,81.2,31.8,---,---
2024/07/08 02:07:50,233.5,229.8,50.0,18,81.2,31.8,---,---
